company_name,address_lines,person,phone,web
Aragon Development (Ontario) Corporation,"[""142 St. Helen's Avenue"", 'Toronto, ON', 'M6H 0B9']",David Page,416-531-6361,http://www.aragon.ca
Arca-Verde Architecture Inc.,"['304-1306 Wellington Street', 'Ottawa, ON', 'K1Y 3B2']",Michael Peixoto,613-702-5033,www.arca-verde.ca
ARCADIS,"['360 James St. N.', 'HAMILTON, ON', 'L8L 1J5']",Odete Gomes,519-575-3435,-
Arcadis | IBI Group,"['333 Preston Street, Suite 400', 'Ottawa, ON', 'K1S 5N4']",Demetrius Yannoulopoulos,613-225-1311,www.ibigroup.com
ARCADIS IBI Group,"['55 St. Clair Avenue West', 'Toronto, ON', 'M4V 2Y7']",Matthew Heather,905-763-2322,http://www.ibigroup.com
Arcadis Professional Services (Canada) Inc.,"['Waterloo Technology Campus', 'Waterloo, ON', 'N2L 3V3']",Victor Labreche,519-585-2255,www.ibigroup.com
Archistar Pty Ltd.,"['388 George Street', 'Sydney, Ne', '2000']",David Hunt,61414810034,https://www.Archistar.ai
Arcus Home Decor Inc.,"['219 Dufferin Street', 'Toronto, ON', 'M6K 3J1']",Nancy Kim,416-945-6736,N/A
Ardington + Associates Design Inc.,"['43 Eccles St.', 'Ottawa, ON', 'K1R 6S3']",Steve Ardington,613-882-3425,www.ardington.ca
Argo Development Corporation,"['4900 Palladium Way', 'Burlington, ON', 'L7M 0W7']",Gord Buck,905-336-5545,http://www.argoland.com
Arista Homes Limited,"['600 Applewood Crescent', 'Vaughan, ON', 'L4K 4B4']",Adrian DeGasperis,9905-660-5000,http://www.aristahomes.com
Aristocrat Floors ,"['256 Bunting Road', 'St. Catharines, ON', 'L2M 3Y1']",Matt Pickett,905-682-2672,http://www.aristocraftfloors.ca
Arkfield Development Inc.,"['75 Scarsdale Road', 'North York, ON', 'M3B 2R2']",Dana Correia,647-242-9869,N/A
ArmentaLevy Interiors Ltd.,"['1 Alderwood Street', 'Stouffville, ON', 'L4A 5C9']",Noah Armenta,416-561-6204,http://www.armentalevy.com
Armland Group,"['8700 Dufferin Street', 'Concord, ON', 'L4K 4S6']",Daniel Belli,905-660-3765,N/A
Armour Heights Developments Inc.,"['81 Zenway Boulevard', 'Vaughan, ON', 'L4H 0S5']",Frank Mazzotta,905-303-7800,http://www.armourheightsdevelopments.com
Armour Home Comfort Heating & Air Conditioning,"['193 Hiddenvalley Dr', 'Plainfield, ON', 'K0K 2V0']",Martyn Walker,613-968-0272,martyn.walker@armourhomecomfort.ca
Armour Shield Coatings Inc,"['2338 Tom Bolton Rd.', 'Haliburton, ON', 'K0M 1S0']",Darryl Winder,705-457-6915,www.armourshieldcoatings.com
Armstrong Planning & Project Management,"['1600 Steeles Avenue West', 'Vaughan, ON', 'L4K 4M2']",Amanda Kosloski,416-444-3300,https://www.ArmstrongPlanning.ca
Arriscraft,"['875 Speedsville Road', 'Cambridge, ON', 'M3H 4S8']",Dave McCargar,905-434-9141,www.arriscraft.com
Arriscraft,"['PO Box 3190', 'Cambridge, ON', 'N3H 4S8']",Sarah Steele,519-494-0381,www.arriscraft.com
Arriscraft Canada,"['875 Speedsville  Rd', 'Cambridge, ON', 'N3H 4S8']",Sarah Steele,519-494-0381,www.arriscraft.com
Arriscraft Canada Inc,"['875 Speedsville Road Box 3190', 'Cambridge, ON', 'N3H 4S8']",Rui Carvalho,(905) 512-6100,www.arriscraft.com
Arriscraft Canada Inc.,"['P. O. Box 3190 875 Speedsville Rd.', 'Cambridge, ON', 'N3H 4S8']",Rui Carvalho,(905) 512-6100,http://www.arriscraft.com
Arriscraft International,"['875 Speedsville Rd.', 'Cambridge, ON', 'N3H 4S8']",Sarah Steel,(519) 817-7600,-
Arriscraft International Inc.,"['28 De Lacaune', 'Gatineau, QC', 'J8V 3R9']",Steve Lacelle,613-769-4396,www.arriscraft.com
Arriscraft/Canada Brick,"['5155 Dundas Street West', 'Burlington, ON', 'L7R 3Y2']",Paul Brisbin,519-496-3530,https://canadabrick.com
Arriscraft/Canada Brick,"['875 Speedsville Road', 'Cambridge, ON', 'N3H 4S8']",Sarah Steele,519-494-0381,arriscraft.com
Arriscraft/Canada Brick,"['875 Speedsville Road', 'Cambridge, ON', 'N6H 3L9']",Sarah Steele,519-494-0381,arriscraft.com / canadabrick.com
Art & Stone Group,"['237-1554 Carling Avenue', 'Ottawa, ON', 'K1Z 7M4']",Andrew Decristoforo,613-212-0033,www.artandstonegroup.com
ART Concrete Forming,"['665 Gianluca Avenue', 'Sarnia, ON', 'N7S 0C8']",Steve DeMelo,519-330-1316,N/A
Artcraft Kitchens,"['4417 Kent Avenue', 'Niagara Falls, ON', 'L2H 1J1']",Daniel C Trabucco,(905) 354-5657,www.artcraftkitchens.com
Artium Design Build Inc.,"['2853 Carp Road', 'Ottawa, ON', 'K0A 1L0']",Norm Lecuyer,613-836-0306,www.artiumdesignbuild.com
Arutip Engineering Limited,"['25 William Andrew Avenue', 'Stouffville, ON', 'L4A 3S4']",Glenn Pitura,416-708-2212,
Ashcroft Homes Inc.,"['18 Antares Drive', 'Nepean, ON', 'K2E 1A9']",Paul Rothwell,613-226-7266,www.ashcroft-homes.com
Ashmere Developments,"['5960 Shawson Drive', 'Mississauga, ON', 'L4W 3W5']",Aamir Dawood,416-276-0183,https://www.ashmere.ca
Ashton Homes (Western) Limited,"['23 Haas Road', 'Etobicoke, ON', 'M9W 3A1']",Jason Gilmour,416-740-5700,ashtonhomeswestern.com
Ashwood Concepts Ltd. Stairs and Railing,"['PO Box 584, 427c Canada Avenue', 'Huron Park, ON', 'N0M 1Y0']",Daryl Demaray,519-200-4550,https://www.ashwoodconcepts.ca/
ASL Agrodrain Limited,"['P.O. Box 489', 'Osgoode, ON', 'K0A 2W0']",Sandro Ricci,613-292-6971,www.aslcontractors.com
Aspen Ridge Homes,"['29 Floral Parkway', 'Concord, ON', 'L4K 5C5']",Andrew De Gasperis,905-669-9292,http://www.aspenridgehomes.com
Assured Flooring,"['1111 Finch Avenue West', 'North York, ON', 'M3J 2E5']",Ryan De Sa,416-362-8453,http://www.assuredflooring.ca
Astaneh Construction Inc.,"['3080 Yonge Street', 'Toronto, ON', 'M4N 3N1']",Hamed Astaneh,+1 (416) 312-8015,https://www.AstanehConstruction.com
Astro Design Centre,"['1818 Woodward Drive', 'Ottawa, ON', 'K2C 0P7']",Nick Georgitsos,613-749-1902,www.astrodesigncentre.com
Atchison Plumbing & Heating Ltd.,"['4186 Raney Cres', 'London, ON', 'N6L 1C2']",Scott Atchison,519-652-2968,www.atchisonplumbing.com
Athens Printing Art,"['1480 Barton Street East', 'Hamilton, ON', 'L8H 2W9']",,(905) 549-6719,http://www.athensprinting.ca
Athens Rugs Ltd.,"['1365 Cyrville Road', 'Ottawa, ON', 'K1B 3L7']",Sonja Klimtschuck,613-741-4261,http://athensrugs.com/
Atlin & Associates,"['238 Queen Street E, Box 201', 'St. Marys, ON', 'N4X 1B1']",Justin Innes,519-284-2654,atlinca.com
Atrel Engineering Ltd,"['1 - 2884 Chamberland Street', 'Rockland, ON', 'K4K 1M6']",Jean Decoeur,613-446-7423,www.atrelengineering.com
Atria Development Corp,"['6 Carlaw Avenue Suite 200', 'Toronto, ON', 'M4M 2R5']",Hans Jain,416-466-2144,www.atria.ca
Atria Development Corp.,"['5000 Yonge St.', 'Toronto, ON', 'M2N 7E9']",Hans Jain,416-466-2144,http://www.atria.ca
Atrium Mortgage Investment Corporation,"['20 Adelaide Street East', 'Toronto, ON', 'M5C 2T6']",Robert Goodall,416-607-4204,http://www.atriummic.com
Auburn Homes Inc.,"['560 Wellington Street, 2nd floor', 'London, ON', 'N6A 3R4']",Jamie Crich,519-434-1808,www.auburnhomes.ca
Auriga Homes Limited,"['68B Leek Crescent, Suite # 202', 'Richmond Hill, ON', 'L4B 1H1']",Asad Memon,905-237-5091,http://www.aurigahomes.ca
Auspice Safety Inc.,"['2355 St. Laurent Blvd.', 'Ottawa, ON', 'K1G 4L2']",Ty Arslan,613-558-5385,www.auspicesafety.com
Austin Birch,"['1 Eglinton Avenue East', 'Toronto, ON', 'M4P 3A1']",Alicia Milks,647-291-0041,http://www.austinbirch.com
Automated Interiors Inc.,"['2901 Steeles Avenue West', 'Toronto, ON', 'M3J 3A5']",Remo D'Angelo,416-736-8600,http://www.taggroup.ca
Automatic Switching Inc.,"['391 Edgeley Boulevard', 'Concord, ON', 'L4K 4A7']",John Pecorelli,905-669-6310,http://www.automaticswitching.com
AV integrators Limited,"['227 Consortium Court', 'London, ON', 'N6E 2S8']",Kyle Greenwood,519-860-0466,www.avintegratorslimited.com
Avalon Contracting Group,"['178 Pennsylvania Ave', 'Concord, ON', 'L4K 4B1']",Sophia Minuti,905-669-3800,https://www.AvalonContracting.ca
Avenida Carpentry Limited,"['6801 Columbus Road', 'Mississauga, ON', 'L5T 2G9']",Rick Sousa,905-565-0813,N/A
Aventus Developments,"['1418 Ontario St', 'Burlington, ON', 'L7S 1G4']",Edward John,(905) 929-3817,https://www.societydevelopments.ca/
Avenue 31 Capital Inc.,"['401-222 Somerset Ave. West', 'Ottawa, ON', 'K2P 2G3']",Jennifer Murray,613-314-6094,https://ave31.com/
Averica Land Development Services Inc.,"['20 Aspen King Court', 'King City, ON', 'L7B 0A1']",Joe Costa,905-595-6770,http://www.averica.ca
Averton Residential Inc.,"['161 Pennsylvania Ave., Suite 5', 'Concord, ON', 'L4K 1C3']",Matthew Lanni,416-740-5544,averton.ca
Avesdo,"['1183 King Street West', 'Toronto, ON', 'M6K 3C5']",Dan Leck,(888) 278-7980,http://www.avesdo.com
AVID Ratings Canada,"['73 Hincks Street, Suite 2', 'New Hamburg, ON', 'N3A 2A2']",Tim Bailey,416-619-4493,www.avidratings.ca
Avid Ratings Canada,"['73 Hincks Street', 'New Hamburg, ON', 'N3A 2A2']",Tim Bailey,416-619-4493,http://www.avidratings.ca
Avon Maitland District School Board,"['62 Chalk Street North', 'Seaforth, ON', 'N0K 1W0']",Jodi Froud / Keith Edwards,519-949-8717,amdsb.ca
Avvio Fine Homes,"['P.O. Box 144', 'King City, ON', 'L7B 1A4']",Paul Gambino,416-239-7373,http://www.avviohomes.com
Aya Kitchen Designs,"['8-1135 Lansdown St W', 'Peterborough, ON', 'K9J 7M2']",Brad Parsons,705-743-0045,www.ayapeterborough.com
Azar Homes Ltd.,"['1126 Lesperance Road', 'Tecumseh, ON', 'N8N 1X2']",Danny Azar,519-735-2144,azarcustomhomes.com
B.E.S.T. Recruiting Ltd.,"['20 Eglinton Avenue East', 'Toronto, ON', 'M4P 1A9']",Tania Sarracini,416-720-2371,http://www.bestrecruiting.ca
B.M. Ross and Associates Limited,"['62 North Street', 'Goderich, ON', 'N7A 2T4']",Steve Jackson,519-524-2641,bmross.net
BA Consulting Group Ltd.,"['45 St. Clair Avenue West', 'Toronto, ON', 'M4V 1K9']",Anthony Yates,416-961-7110,http://www.bagroup.com
Bachly Construction,"['27 Nixon Road', 'Bolton, ON', 'L7E 1J7']",Scott Bachly,905-951-3100,http://www.bachly.com
Baif Developments Limited,"['3500 Pharmacy Avenue', 'Toronto, ON', 'M1W 2T6']",Lynn Barkey,416-638-9000,N/A
Baker Planning Group,"['P. O. Box 23002,', 'Stratford, ON', 'N5A 7V8']",Caroline Baker,226-921-1130,bakerpg.com
Baker Real Estate Incorporated,"['3080 Yonge Street', 'Toronto, ON', 'M4N 3N1']",Barbara Lawlor,416-923-4621,http://www.baker-re.com
Baldassarra Architects Inc.,"['30 Great Gulf Drive', 'Concord, ON', 'L4K 0K7']",Michael Baldassarra,905-660-0722,http://www.baldassarra.ca
Ballantry Homes Inc.,"['20 Cachet Woods Court', 'Markham, ON', 'L6C 3G1']",David Hill,905-887-7100,http://www.ballantryhomes.com
Ballymore Building Corporation,"['12840 Yonge Street', 'Richmond Hill, ON', 'L4E 4H1']",Louie Morra,905-773-1048,http://www.ballymorehomes.com
Balmoral Custom Homes Ltd.,"['31 Cliffcrest Drive', 'Toronto, ON', 'M1M 2K1']",Robert Ludvik,416-482-5000,http://www.balmoralcustomhomes.com
Bam Quick Bins,"['9 Ritz Road', 'Belleville, ON', 'K0K 1V0']",Steve Weese,613-743-2467,https://bamquickbins.com/hastings-county
Bamco Custom Woodworking,"['644 Imperial Rd N', 'Guelph, ON', 'N1H 7M3']",,(519) 823-8323,http://www.bamcowoodworking.com
Bank of Montreal - Mortgage Specialist ,"['5673 Hazeldean Road', 'Stittsville, ON', 'K2S 0P6']",Cathy Mitchell,613-401-9022,http://bmo.com/ms/cathymitchell
Banman Developments Inc.,"['204B-219 Oxford  St. West', 'London, ON', 'N6H 1S5']",Paul Banman,519-913-2470,www.banmandevelopmets.ca
Barber Glass,"['167 Suffolk Street West', 'Guelph, ON', 'N1H 2J7']",Norm Charette,(519) 824-0310,-
Bardon Supplies Limited,"['24 Sea Park', 'St. Catharines, ON', 'L2M 6S6']",Jason Mannell,(905) 687-3583,-
Bardon Supplies Ltd.,"['405 College Street E.', 'Belleville, ON', 'K8N 5B6']",Steve Shanque,(613) 966-5643,https://www.bardonsupplies.com/
Baroudi Law Professional Corporation,"['150 Dufferin Ave', 'London, ON', 'N6A 5N6']",Analee Baroudi,519-200-3776,http://www.baroudilaw.ca
Barr Homes,"['156 Duff Street', 'Kingston, ON', 'K7K 2L5']",Bert Barr,613-542-4922,www.barrhomes.ca
Barrie Trim & Mouldings Inc.,"['52 Saunders Rd.', 'Barrie, ON', 'L4N 9A8']",Lee Whitaker,705-739-2200,-
Barrie Waterfront Developments Holdings Inc.,"['8 Dovercourt Road', 'Toronto, ON', 'M6J 0B6']",Wendy Halbert,416-871-2004,http://www.debutcondos.com/
Barry Miscio Contracting,"['1386 Tulip Rd.', 'Minden, ON', 'K0M 1S0']",Barry Miscio,705-754-4603,www.barrymiscio.ca
Bart DiGiovanni Construction Ltd.,"['2217 Walker Road', 'McGregor, ON', 'N0R 1J0']",Dan Di Giovanni,519-726-5263,bartdigiovanniconstruction.com
Barwood Flooring (Ottawa) Ltd,"['155 Colonnade Road', 'Nepean, ON', 'K2E 7K1']",Joe Falcone,613-225-0296,www.barwoodflooring.com
Barzotti Woodworking Ltd.,"['2 Watson Road S.', 'Guelph, ON', 'N1H 6H8']",Rosanna Barzotti,(519) 821-3670,-
BASF Canada Inc.,"['100 Milverton Drive', 'Mississauga, ON', 'L5R 4H1']",Sharon Lishman,289-360-1300,http://www.walltite.com
Baskits Inc.,"['74 Railside Rd.', 'Toronto,', 'M3A 1A3']",Natalie Keohane,416-785-1100,http://www.Baskits.com
Bath Fitter,"['1676 Oxford Street East', 'London, ON', 'N5Z 2Z6']",Carollyn Currie,519-652-2222,www.bathfitter.com
Battlefield Equipment,"['625 Clarke Rd.', 'London, ON', 'N5V 2E1']",Nathan Regier,519-671-4336,www.battlefieldequipment.ca
Battlefield Equipment Inc.,"['680 Sidney Street,', 'Belleville, ON', 'K8P 4A8']",Margie Davis,613-966-2822,-https://www.battlefieldequipment.ca/locations/belleville
Bavarian Window Works,"['2236 Shirley Drive', 'Kitchener, ON', 'N2B 3Y1']",Grant Baechler,519-578-3938,www.bavarianwindows.com
Bay of Quinte Regional Marketing Board,"['11 Bay Bridge Road', 'Belleville, ON', 'K8N 4Z2']",Dug Stevenson,613-438-2579,N/A
Bay Roofing,"['3103 Highway 11 North', 'North Bay, ON', 'P1B 8G5']",Mark Weckwerth,(705) 474-7595,N/A
Baycliffe Homes Inc.,"['1 Ashbridge Circle', 'Woodbridge, ON', 'L4L 3R5']",Nick Falvo,905-264-2229,http://www.baycliffehomes.com
Baycrest Homes,"['31 Alma Drive', 'Etobicoke, ON', 'M9P 1T6']",Vincent Vocella,905-326-3200,http://www.baycresthomes.ca
Bayfront Law Professional Corporation,"['722 Main Street East', 'Hamilton, ON', 'L8M 1K9']",,(905) 544-8020,https://www.bayfrontlaw.ca/
Bazil Developments Inc.,"['2235 Sheppard Avenue East', 'Toronto, ON', 'M2J 5B5']",Paul Bailey,416-495-0375,N/A
BDO Canada,"['250 Christina Street N.', 'Sarnia, ON', 'N7T 7J7']",Ryan Dunn,(519) 336-9900,N/A
BDO Canada LLP ,"['633 Colborne Street, Suite 230', 'London, ON', 'N6B 2V3']",Paul Kensit,519-432-5534,www.bdo.ca
BDO Canada LLP,"['360 Oakville Place Rd', 'Oakville, ON', 'L5J 1G5']",Bianca Bruzzese,(905) 633-4924,http://www.bdo.ca
BDO Canada LLP,"['360 Oakville Place Drive, Suite 500', 'Burlington, ON', 'L6H 6K8']",Bianca Bruzzese,905-639-9500,http://www.bdo.ca
BDO Canada LLP,"['94 Graham Street,', 'Woodstock, ON', 'N4S 6J7']","Steve Morris, CPA CA",519-539-2081,bdo.ca
"BDO Canada, LLP","['60 Columbia Way Suite 300', 'Markham, ON', 'L3R 0C9']",Alim Bhayani,905-946-1066,www.bdo.ca
BDP Quadrangle,"['The Well, 8 Spadina Avenue', 'Toronto, ON', 'M5V 0S8']",Kunal Arora,416-598-1240,https://www.bdpquadrangle.com
Beacon Herald of Stratford,"['P. O. Box 430, N5A 6T6', 'Stratford, ON', 'N5A 6S4']",Cameron Crassweller,519-271-2222,N/A
Bear Metal,"[""6729O'Banwell Street"", 'Camlachie, ON', 'N0N 1E0']",,519-899-2651,N/A
Beaver Valley Stone Limited,"['8081 Woodbine Avenue', 'Markham, ON', 'L3R 2P1']",Tony Pacitto,905-886-5787,http://www.beavervalleystone.com
Beaverhall Homes,"['40 Vogell Road', 'Richmond Hill, ON', 'L4B 3N6']",Ami Tamam,905-770-9983,http://www.beaverhall.com
Belfor Property Restoration,"['75 Auriga Drive', 'Ottawa, ON', 'K2E 7Z2']",Shane Nichol,613-226-3112,www.belfor.com
Bell,"['100 Wynford Drive, Floor 3', 'Toronto, ON', 'M3C 4B4']",James Schwalm,416-276-2735,N/A
Bell Canada,"['100 Dundas Street Fl. 3', 'London, ON', 'N6A 4L6']",Scott Parsons,519-850-6486,www.bell.ca
Bell Canada,"['469 Coventry Road', 'Ottawa, ON', 'K1K 2C5']",Mark Wallace,613-742-6233,www.bell.ca
Bell Canada,"['20 Water Street North', 'Kitchener, ON', 'N2H 5A5']",Bradley Bolton,519-568-5757,www.bell.ca
Bell Canada,"['75 Bridge Street E.', 'Belleville, ON', 'K8N 1L9']",Scott Lepoidevin,613-969-0163,-https://www.bell.ca/
Bell Canada,"['725 Colborne St. Floor 3', 'LONDON, ON', 'N6A 2Z6']",Greg Johnson,519-521-0002,N/A
Bell Canada,"['100 Wynford Drive, 3rd Floor', 'Toronto, ON', 'M3C 4B4']",Claudio Basso,(855) 426-3237,http://bell.ca
Bell Canada,"['100 Wynford Drive', 'Toronto, ON', 'M3C 4B4']",Lou Buzzelli,416-705-1000,http://www.bell.ca
Bell Canada,"['100 Wynford Drive, Floor 3', 'Toronto, ON', 'M3C 4B4']",Lillian Lauritzen,647-236-5139,http://www.bell.ca
Bell Canada,"['100 Wynford Drive Suite 300', 'Toronto, ON', 'M3C 4B4']",Lisa Lippai,416-427-1526,www.bell.ca
Bell Canada,"['725 Colborne St', 'London, ON', 'N6A 2Z6']",Paul Campbell,226-378-9042,bell.ca
Bellamy Custom Homes,"['145 Carter Rd.', 'Puslinch, ON', 'N0B 2J0']",Josh Bellamy,226-501-1813,bellamycustomhomes.ca
Belleville Chamber of Commerce,"['5 Moira Street East', 'Belleville, ON', 'K8N 5B3']",Jill Raycroft,613-962-4597,N/A
Belleville Home Building Centre,"['445 Dundas Street East', 'Belleville, ON', 'K8N 1G2']",Amy Lockwood,613-968-3451,https://www.homehardware.ca/en/store/17285
Belleville Intelligencer,"['199 Front Street', 'Belleville, ON', 'K8N 5H5']",Joe Southwell,(613) 962-9171,intelligencer.ca
Belliveau Construction,"['622 Lorne Avenue East', 'Stratford, ON', 'N5A 6S5']",Todd Hartung,519-271-2932,belliveauconstruction.com
Belyea Bros. Ltd.,"['2 Thorncliffe Park Drive', 'Toronto, ON', 'M4H 1H2']",David Graeme,416-425-1200,http://belyeabrothersrenovations.com
Benckhuysen Homes & Renovations,"['5780 Osgoode Ridge Road', 'Osgoode, ON', 'K0A 2W0']",Eric Benckhuysen,613-826-0920,www.benckhuysenconstruction.ca
Benoit Construction Inc.,"['25 Harrowsmith Place', 'Richmond Hill, ON', 'L4E 2K1']",Andre Benoit,647-649-0197,http://www.bconstruction.ca
BentallGreenOak,"['1 York Street', 'Toronto, ON', 'M5J 0B6']",Brad Caco,416-681-3400,https://www.bentallgreenoak.com
Bernardi Building Supply Ltd.,"['469 Garyray Drive', 'Weston, ON', 'M9L 1P6']",Paul Bernardi,416-741-0941,http://www.bernardibuildingsupply.com
Bessant Pelech Associates Inc. (BPA Inc.),"['1443 Miraya Court', 'Mississauga, ON', 'L5C 2T6']",Yurij Pelech,416-574-5978,http://www.bpainc.ca
Best Way Stone Limited,"['8821 Weston Road', 'Woodbridge, ON', 'L4L 1A6']",Frank Pacitto,416-747-0988,http://www.bestwaystone.com
BEX Interiors,"['1180 Rockingham Ave.', 'Ottawa, ON', 'K1H 8A7']",Geoffrey Powell,613-791-5878,http://bexinteriors.com/
BHI Group Inc.,"['3429 Yonge Street', 'North York, ON', 'M4N 2N1']",Bijan Hedayatei,416-218-0111,https://www.BHIgroup.ca
Bice Builders Limited,"['657 East West Line', 'Niagara on the Lake, ON', 'L0S 1J0']",John Bice,905-933-8194,www.bicebuilders.com
Bickell Built Homes Ltd.,"['159 King Street South', 'St. Marys, ON', 'N4X 1B8']",Dan Bickell,519-284-1749,bickellbuilthomes.com
Bickell's Flooring & Complete Decorating Centre,"['380 Lorne Avenue East', 'Stratford, ON', 'N5A 6S4']",Geoff Bickell,519-273-4564,bickellsflooring.ca
Biddington Homes,"['1962 Yonge Street', 'Toronto, ON', 'M4S 1Z4']",Arnie Lash,416-924-2244,N/A
Bilam Projects Inc.,"['209 Victoria Street', 'Almonte, ON', 'K0A 1A0']",William Spinks,613-866-6421,bilamprojects.ca
BILD,"['20 Upjohn Road, Suite 100', 'North York, ON', 'M3B 2V9']",Dave Wilkes,416-391-3445,-
BILD,"['2005 Sheppard Avenue E', 'Toronto, ON', 'M2J 5B4']",Dave Wilkes,+1 (416) 391-3445,http://www.bildgta.ca
Bill Doktor Masonry,"['532 Sarnia Street', 'Wyoming, ON', 'N0N 1T0']",Will Dokter,519-845-0208,N/A
Bin N Gone,"['Box 1271', 'Haliburton, ON', 'K0M 1S0']",Bill Vickery,705-457-9799,N/A
Bin There Dump That,"['380 Wellington Street', 'London, ON', 'N6A 5B5']",Stephanie Beer,519-200-2036,www.londonbinrental.com
Binns Kitchen + Bath Design,"['1055 Bay Street', 'Toronto, ON', 'M5S 3A3']",Raymond Binns ARIDO,416-286-2222,http://www.binns.net
Birchview Design Inc.,"['545 Murray St.', 'Peterborough, ON, ON', 'K9J 2V2']",Nancy Nickle & Sonja Sanderson,705-740-3988,www.birchviewdesign.com
Birk's Landscaping,"['2897 Solina Road North', 'Bowmanville, ON', 'L1C 6Z6']",Daniel Hogenbirk,905-404-0602,birkslandscaping.com
 Biyork Canada ,"['7400 Woodbine Avenue', 'Warkham, ON', 'L3R 1A5']",Mike Doyle,416-564-3974,N/A
BIYORK Flooring Canada,"['7400 Woodbine Avenue', 'Markham, ON', 'L3R 1A5']",Joanna Tiffin,905-955-5999,http://www.BiyorkCanada.com
BK Cornerstone Design Build Ltd.,"['P.O. Box 308', 'Belle River, ON', 'N0R 1A0']",Brent Klundert,519-728-3664,bkcornerstone.com
BKR Energy Inc.,"['151 Yonge St', 'Toronto, ON', 'M5C 2W7']",Nima Alibabaei,416-358-5628,https://www.BKRenergy.ca
Black Creek Building,"['4675 Nigh Road', 'Ridgeway, ON', 'L0S 1N0']",Bob Cosby,905-651-3905,blackcreekbuilding.com
"Black, Shoemaker, Robinson & Donaldson Ltd.","['351 Speedvale Avenue W.', 'Guelph, ON', 'N1H 1C6']",Kerry Hillis,(519) 822-4031,-
Blair Building Materials Inc.,"['10445 Keele Street', 'Maple, ON', 'L6A 1S7']",Dante DiGiovanni,416-798-4996,http://www.blairbuildingmaterials.com
Blair Sand & Gravel (1017546 Ont.)Limited,"['Box 720', 'Haliburton, ON', 'K0M 1S0']",Barry Boice,705-457-1349,www.blairsandandgravel.com
"Blake, Cassels & Graydon LLP","['199 Bay Street (Commerce Court West', 'Toronto, ON', 'M5L 1A9']",Uday Padhiar,416-863-2400,https://www.Blakes.com
Blanco Canada,"['100 Corporation Drive', 'Brampton, ON', 'L6S 6B5']",Steve Guterres,905-494-2400,http://www.blancocanada.com
BLD Homes,"['48 Wilson Street West', 'Perth, ON', 'K7H 2N4']",Brent Brownlee,613-797-1105,http://bldhomes.ca
Bloomfield Homes (2119048 Ontario Ltd.),"['9030 Leslie Street', 'RICHMOND HILL, ON', 'L4B 1G2']",Selva Chelliah,416-617-9909,"http://www,bloomfieldhomes.ca"
BLR Drafting & Design Inc.,"['160 St. David St. S, Unit 200', 'Fergus, ON', 'N1M 2L3']",Bernie Rossel,226-383-3000,www.blrdrafting.ca
